city,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,floors,waterfront,view,condition,yr_built,yr_renovated,was_renovated,date,price
Issaquah,4,3.5,3200,3250,2670,530,2.0,0,0,3,2007,0,0,2014-06-13,795000.0
Seattle,3,3.0,1384,1287,1144,240,2.0,0,0,3,2006,0,0,2014-06-13,575000.0
Issaquah,3,2.25,1410,1287,1290,120,2.0,0,0,3,2005,0,0,2014-06-13,379500.0
Renton,4,2.5,2050,5276,2050,0,2.0,0,0,3,2006,0,0,2014-06-13,385000.0
Kenmore,4,2.5,1750,4779,1750,0,2.0,0,0,3,2009,0,0,2014-06-13,415500.0
Kirkland,3,2.0,1510,6710,1070,440,1.0,0,0,3,1972,0,0,2014-06-14,397500.0
Seattle,3,2.5,1930,7214,1930,0,2.0,0,0,3,2005,0,0,2014-06-14,530000.0
Woodinville,4,2.5,2960,41656,2960,0,2.0,0,0,3,1985,0,0,2014-06-14,883000.0
Issaquah,5,2.75,2920,11880,1660,1260,1.0,0,0,5,1968,0,0,2014-06-14,850000.0
Seattle,2,1.0,1980,5000,1090,890,1.0,0,0,4,1923,0,0,2014-06-14,496752.0
Seattle,3,1.75,1430,8865,1430,0,1.0,0,0,3,1950,0,0,2014-06-14,330000.0
Issaquah,4,2.75,2450,4187,2450,0,2.0,0,2,3,2010,0,0,2014-06-14,735000.0
Kenmore,4,2.75,2360,4924,2360,0,2.0,0,0,3,2008,0,0,2014-06-14,525000.0
Tukwila,3,2.5,1890,4838,1730,160,2.0,0,0,3,2002,0,0,2014-06-15,269950.0
Bellevue,3,1.75,2140,9484,1290,850,1.0,0,0,3,1953,0,0,2014-06-15,650000.0
Seattle,3,2.0,1900,8100,950,950,1.0,0,0,4,1940,0,0,2014-06-15,520500.0
Issaquah,4,2.5,2700,9122,2700,0,2.0,0,0,3,1990,0,0,2014-06-15,652500.0
Bellevue,5,3.0,2430,8000,1370,1060,1.0,0,0,4,1957,0,0,2014-06-15,506000.0
Bellevue,3,1.0,1110,12150,1110,0,1.0,0,0,4,1957,0,0,2014-06-15,416000.0
Newcastle,4,2.75,2280,15347,2280,0,1.0,0,0,5,1960,0,0,2014-06-16,500000.0
Seattle,3,1.75,1550,4708,860,690,1.0,0,0,4,1949,0,0,2014-06-16,460000.0
Bothell,3,2.0,1530,8925,1530,0,1.0,0,0,3,1977,0,0,2014-06-16,371025.0
Kenmore,4,2.5,2440,28405,2440,0,2.0,0,0,3,2002,0,0,2014-06-16,576000.0
Renton,4,2.25,1760,9602,1760,0,2.0,0,0,3,1987,0,0,2014-06-16,353500.0
Seattle,4,2.25,3040,5000,2080,960,2.0,0,3,4,1926,0,0,2014-06-16,1735000.0
Auburn,3,1.75,1070,8100,1070,0,1.0,0,0,4,1957,0,0,2014-06-16,183000.0
Seattle,3,1.75,1990,5560,1100,890,1.0,0,0,4,1939,0,0,2014-06-16,763101.0
Seattle,2,1.5,1090,4000,970,120,1.0,0,0,3,1951,0,0,2014-06-16,460000.0
Seattle,4,1.5,1890,6938,1890,0,1.5,0,0,3,1919,0,0,2014-06-16,825000.0
Renton,3,1.0,1000,9150,1000,0,1.0,0,0,3,1969,0,0,2014-06-16,265000.0
Burien,3,1.75,1770,8235,1030,740,1.0,0,0,3,1960,0,0,2014-06-16,295000.0
Seattle,4,3.0,2360,6250,1460,900,1.0,0,2,3,1960,0,0,2014-06-16,418000.0
Renton,3,3.5,3380,108900,2700,680,2.0,0,0,3,1999,0,0,2014-06-16,554000.0
Issaquah,3,2.5,1700,3150,1700,0,2.0,0,0,3,2005,0,0,2014-06-16,534500.0
Seattle,2,1.75,1600,4000,850,750,1.0,0,0,5,1918,0,0,2014-06-16,690000.0
Issaquah,4,2.5,2050,6360,2050,0,2.0,0,0,3,1988,0,0,2014-06-16,530000.0
Issaquah,2,1.75,1210,1040,1210,0,2.0,0,0,3,2014,0,0,2014-06-16,357186.0
Seattle,5,3.0,1940,6355,1200,740,1.0,0,0,3,2007,0,0,2014-06-16,300000.0
Renton,4,2.0,1810,8750,1110,700,1.0,0,0,2,1967,0,0,2014-06-16,304000.0
Seattle,4,1.75,1690,4080,870,820,1.0,0,0,4,1984,0,0,2014-06-16,385000.0
Seattle,4,2.0,1800,2970,1000,800,1.0,0,0,4,1923,0,0,2014-06-16,415000.0
Bellevue,4,3.5,3280,6603,3280,0,2.0,0,0,3,2007,0,0,2014-06-16,963000.0
Ravensdale,4,2.5,4290,175421,4290,0,2.0,0,0,3,2004,0,0,2014-06-16,792500.0
North Bend,3,1.75,1150,9600,1150,0,1.0,0,0,3,1979,0,0,2014-06-16,309212.0
Seattle,2,1.5,880,1805,880,0,2.0,0,0,3,1999,0,0,2014-06-16,235000.0
Seattle,3,1.5,1720,8100,1720,0,2.0,0,0,3,1907,0,0,2014-06-16,667000.0
Bellevue,3,1.5,1510,8000,1510,0,1.0,0,0,4,1956,0,0,2014-06-16,470000.0
Seattle,4,2.0,1240,3000,1040,200,1.0,0,0,3,1908,0,0,2014-06-16,375000.0
Kirkland,4,2.0,1580,9581,1580,0,1.0,0,0,3,1953,0,0,2014-06-16,410000.0
Sammamish,4,2.25,2170,7737,2170,0,2.0,0,0,3,1987,0,0,2014-06-16,566000.0
Redmond,4,2.75,2500,4950,2500,0,2.0,0,0,3,2010,0,0,2014-06-16,680000.0
Seattle,1,1.0,960,2640,760,200,1.0,0,0,3,1908,0,0,2014-06-16,332000.0
Kirkland,4,2.5,3030,8507,3030,0,2.0,0,0,3,2003,0,0,2014-06-16,902000.0
Mercer Island,3,1.75,1540,10800,770,770,1.0,0,0,5,1947,0,0,2014-06-16,500000.0
Vashon,3,1.75,1890,32340,1890,0,1.5,0,3,3,1976,0,0,2014-06-16,445000.0
Bellevue,4,2.5,2810,9800,1710,1100,1.0,0,0,4,1973,0,0,2014-06-16,825000.0
Seattle,4,4.0,3530,8400,2630,900,2.0,0,0,5,1958,0,0,2014-06-16,1095000.0
Seattle,3,1.0,1100,8536,1100,0,1.0,0,0,4,1957,0,0,2014-06-16,277000.0
Kirkland,3,2.5,1940,9775,1440,500,1.0,0,2,3,1975,0,0,2014-06-16,545000.0
Duvall,3,2.5,2300,9521,2300,0,2.0,0,0,3,2003,0,0,2014-06-16,435000.0
Redmond,3,2.5,2110,3600,2110,0,2.0,0,0,3,2005,0,0,2014-06-16,638000.0
Bellevue,4,1.5,1220,10580,1220,0,1.0,0,0,3,1965,0,0,2014-06-16,418000.0
Redmond,3,1.75,1750,12325,1470,280,1.0,0,0,4,1968,0,0,2014-06-16,499000.0
Burien,3,1.5,1230,8056,1230,0,1.0,0,0,4,1949,0,0,2014-06-16,150000.0
Sammamish,3,2.5,3100,23790,3100,0,2.0,0,0,3,2002,0,0,2014-06-16,759950.0
North Bend,3,2.5,1830,65340,1520,310,1.0,0,0,3,1991,0,0,2014-06-16,427000.0
Redmond,5,2.5,2640,7096,2640,0,2.0,0,0,3,2003,0,0,2014-06-16,632500.0
Seattle,6,1.75,1840,2774,1060,780,1.0,0,0,3,1900,0,0,2014-06-16,660000.0
Woodinville,4,2.5,3190,14565,3190,0,2.0,0,0,3,1990,0,0,2014-06-16,862000.0
Seattle,2,1.0,1120,2000,1120,0,1.5,0,0,3,1910,0,0,2014-06-16,524000.0
Seattle,3,1.5,1760,6723,1160,600,1.0,0,0,3,1958,0,0,2014-06-16,470000.0
Vashon,3,2.0,1590,9912,1590,0,2.0,0,0,3,2000,0,0,2014-06-16,385000.0
Issaquah,4,2.5,2120,9603,2120,0,2.0,0,0,3,1985,0,0,2014-06-16,575000.0
Federal Way,4,2.5,2240,9826,1370,870,1.0,0,0,4,1988,0,0,2014-06-16,220000.0
Seattle,2,1.0,890,2100,760,130,1.0,0,0,4,1919,0,0,2014-06-16,460000.0
Seattle,3,3.25,2940,5432,2440,500,3.0,0,3,4,1978,0,0,2014-06-16,1712500.0
Auburn,3,1.5,1220,7300,1220,0,1.0,0,0,3,1973,0,0,2014-06-16,175000.0
Burien,3,2.25,2670,7500,1640,1030,1.0,0,0,4,1966,0,0,2014-06-16,465000.0
Seattle,3,1.0,1120,2300,820,300,1.0,0,0,4,1912,0,0,2014-06-16,552000.0
Kent,4,2.75,3130,139392,3130,0,2.0,0,0,4,1981,0,0,2014-06-16,565000.0
Redmond,4,2.5,1740,7500,1220,520,1.0,0,0,4,1976,0,0,2014-06-16,518000.0
Kirkland,4,3.5,3290,5414,2360,930,2.0,0,1,3,2006,0,0,2014-06-16,899950.0
Seattle,3,1.0,1770,5720,1140,630,1.5,0,0,4,1926,0,0,2014-06-16,373000.0
Maple Valley,4,2.5,2960,5054,2960,0,2.0,0,0,3,2006,0,0,2014-06-16,385000.0
Seattle,2,1.0,1200,4880,980,220,1.0,0,0,3,1943,0,0,2014-06-16,245000.0
Bothell,4,2.0,2400,6000,2400,0,2.0,0,0,3,1913,1945,1,2014-06-16,375000.0
Sammamish,4,3.5,2690,6164,2690,0,2.0,0,0,3,2002,0,0,2014-06-16,699850.0
Seattle,6,2.25,3550,11780,2960,590,1.0,0,0,4,1948,0,0,2014-06-16,450000.0
Redmond,2,1.5,1310,12196,1310,0,1.5,0,0,3,1970,0,0,2014-06-16,455000.0
Seattle,4,2.75,2610,4160,1910,700,3.0,0,0,5,1910,0,0,2014-06-16,650000.0
Seattle,5,2.5,2760,8015,1600,1160,1.0,0,0,4,1960,0,0,2014-06-16,378000.0
Tukwila,3,2.0,1410,7998,1410,0,1.0,0,0,4,1940,0,0,2014-06-16,220000.0
Federal Way,4,1.75,1960,7950,1960,0,1.0,0,0,4,1967,0,0,2014-06-16,285500.0
Seattle,3,2.5,1212,1174,1212,0,3.0,0,0,3,2004,0,0,2014-06-16,340000.0
Bellevue,4,1.5,2220,9496,1490,730,1.0,0,0,4,1954,0,0,2014-06-16,921000.0
Maple Valley,4,2.5,2040,109336,2040,0,1.5,0,0,4,1973,0,0,2014-06-16,375000.0
Sammamish,4,2.75,2800,19168,2800,0,2.0,0,0,3,1992,0,0,2014-06-16,999000.0
Seattle,3,1.5,2040,6000,1340,700,1.0,0,0,3,1957,0,0,2014-06-16,335000.0
Medina,4,2.5,3070,34412,2070,1000,1.0,0,3,4,1950,0,0,2014-06-16,1920000.0
Vashon,2,1.0,830,26329,830,0,1.0,1,3,4,1928,0,0,2014-06-16,385000.0
Kirkland,4,3.5,4140,7089,3160,980,2.0,0,0,3,2003,0,0,2014-06-16,850000.0
Renton,5,2.5,2340,4500,2340,0,2.0,0,0,3,2009,0,0,2014-06-16,429000.0
Seattle,3,2.25,1420,1282,1420,0,3.0,0,0,3,2006,0,0,2014-06-16,523950.0
Renton,3,2.75,2670,3738,1720,950,1.0,0,0,3,2013,0,0,2014-06-16,798800.0
Kent,3,2.5,1880,6008,1880,0,2.0,0,0,3,2009,0,0,2014-06-16,284000.0
Sammamish,4,3.25,3450,6184,3450,0,2.0,0,0,3,2014,0,0,2014-06-16,852880.0
Seattle,3,2.25,1200,1400,1200,0,3.0,0,0,3,2005,0,0,2014-06-16,320000.0
Bothell,4,3.25,3430,9870,3430,0,2.0,0,0,3,2014,0,0,2014-06-16,749995.0
Seattle,3,2.5,1350,1186,1120,230,2.0,0,0,3,2007,0,0,2014-06-16,468500.0
Duvall,5,2.5,2570,9962,2570,0,2.0,0,0,3,2006,0,0,2014-06-16,492500.0
Seattle,4,3.5,2840,4637,2840,0,3.0,0,0,3,2008,0,0,2014-06-16,685000.0
Renton,4,2.5,2650,5600,2650,0,2.0,0,0,3,2014,0,0,2014-06-16,542525.0
Seattle,3,2.0,1980,2674,1980,0,3.0,0,0,3,2007,0,0,2014-06-16,435000.0
Kent,3,1.75,1280,7524,1280,0,1.5,0,0,4,1988,0,0,2014-06-17,242000.0
Federal Way,4,2.5,2610,7091,2610,0,2.0,0,0,3,1987,0,0,2014-06-17,325000.0
Redmond,5,2.75,3010,12611,3010,0,2.0,0,0,3,1994,0,0,2014-06-17,837700.0
Seattle,1,1.0,930,7129,930,0,1.0,0,0,3,1948,0,0,2014-06-17,210000.0
Federal Way,3,1.5,1180,7000,1180,0,1.0,0,0,4,1977,0,0,2014-06-17,187500.0
Seattle,5,1.0,1710,9100,1320,390,1.5,0,0,4,1926,0,0,2014-06-17,560000.0
Auburn,3,2.0,1380,7476,1380,0,1.0,0,0,3,1989,0,0,2014-06-17,272000.0
Auburn,3,1.75,1190,7280,1190,0,1.0,0,0,4,1968,0,0,2014-06-17,235000.0
Kent,3,2.0,1870,5909,1270,600,1.0,0,0,3,1986,0,0,2014-06-17,259000.0
Bellevue,5,3.5,3130,4797,2570,560,2.0,0,0,3,2014,0,0,2014-06-17,866059.0
Seattle,2,1.0,900,5100,900,0,1.0,0,0,4,1909,0,0,2014-06-17,473000.0
Lake Forest Park,3,1.5,1880,7400,1480,400,1.0,0,0,3,1968,0,0,2014-06-17,405000.0
Seattle,4,4.25,3010,4887,1940,1070,2.0,0,3,4,1951,1996,1,2014-06-17,870000.0
Seattle,3,2.25,2280,5750,1150,1130,1.0,0,1,4,1985,0,0,2014-06-17,475000.0
Renton,3,2.5,2970,21907,2970,0,2.0,0,0,3,1998,2006,1,2014-06-17,499500.0
Snoqualmie,2,2.5,1620,3196,1620,0,2.0,0,0,3,2008,0,0,2014-06-17,386000.0
Seattle,4,1.5,1550,3000,1350,200,1.5,0,0,3,1918,0,0,2014-06-17,458000.0
Vashon,3,1.75,2240,78225,2240,0,2.0,0,0,5,1976,0,0,2014-06-17,550000.0
Woodinville,3,2.5,2830,6536,2830,0,2.0,0,0,3,1989,0,0,2014-06-17,605500.0
SeaTac,3,2.5,2890,21780,2890,0,2.0,0,0,3,2000,0,0,2014-06-17,421000.0
Issaquah,4,2.25,1990,5948,1990,0,2.0,0,0,3,1991,0,0,2014-06-17,536000.0
Covington,3,1.75,1370,8719,1370,0,1.0,0,0,3,1982,0,0,2014-06-17,247200.0
Kirkland,2,1.5,1088,1360,1088,0,2.0,0,0,3,1983,0,0,2014-06-17,250000.0
Federal Way,4,1.75,1740,9344,1180,560,1.0,0,0,3,1978,0,0,2014-06-17,204950.0
Issaquah,3,2.0,1730,9000,1370,360,1.0,0,0,3,1978,0,0,2014-06-17,430000.0
Maple Valley,4,2.5,1800,8100,1800,0,2.0,0,0,3,1998,0,0,2014-06-17,250000.0
Tukwila,3,1.75,1440,12888,1090,350,1.0,0,2,3,1958,0,0,2014-06-17,260000.0
Seattle,4,1.0,1720,2800,1200,520,1.5,0,0,4,1926,0,0,2014-06-17,547000.0
Seattle,5,3.5,2800,7350,2800,0,2.0,0,0,3,1995,0,0,2014-06-17,379900.0
Redmond,3,2.5,2300,6009,2300,0,1.0,0,0,3,2005,0,0,2014-06-17,738500.0
Redmond,4,2.25,2030,11585,1590,440,1.0,0,0,4,1967,0,0,2014-06-17,545000.0
Seattle,2,1.0,740,6180,740,0,1.0,0,0,3,1948,0,0,2014-06-17,342000.0
Mercer Island,5,6.75,9640,13068,4820,4820,1.0,1,4,3,1983,2009,1,2014-06-17,4668000.0
SeaTac,4,1.0,1920,13787,1220,700,1.0,0,0,4,1966,0,0,2014-06-17,170000.0
Sammamish,4,2.5,2490,12929,2490,0,2.0,0,0,3,1983,0,0,2014-06-17,616000.0
Seattle,3,2.0,1380,4800,1380,0,1.0,0,0,3,1948,0,0,2014-06-17,640000.0
Renton,3,2.5,1530,9406,1270,260,1.0,0,0,3,1993,0,0,2014-06-17,332000.0
Seattle,3,3.25,2420,1923,1840,580,2.0,0,2,3,2006,0,0,2014-06-17,1010000.0
Kent,4,2.5,2150,37647,2150,0,2.0,0,0,3,1991,0,0,2014-06-17,380000.0
Newcastle,4,2.0,1610,9600,1610,0,1.0,0,0,5,1967,0,0,2014-06-17,415000.0
Seattle,4,3.5,2650,3060,2060,590,2.0,0,0,3,2001,0,0,2014-06-17,1008000.0
Woodinville,4,2.75,2700,35362,2700,0,2.0,0,0,5,1976,0,0,2014-06-17,669000.0
Lake Forest Park,3,1.5,1270,20700,1150,120,1.0,0,0,2,1948,0,0,2014-06-17,260000.0
Redmond,4,2.75,3150,38865,2480,670,1.0,0,0,3,1986,0,0,2014-06-17,854000.0
Redmond,3,2.25,2010,10760,2010,0,2.0,0,0,3,1985,0,0,2014-06-17,605000.0
Seattle,3,1.0,860,5060,860,0,1.5,0,0,3,1927,0,0,2014-06-17,320000.0
Renton,3,2.0,1410,7466,1410,0,1.0,0,0,3,1983,0,0,2014-06-17,229950.0
Kent,3,1.75,1700,7532,1700,0,1.0,0,0,3,1987,0,0,2014-06-17,255000.0
Bellevue,4,2.5,2570,6251,2570,0,2.0,0,0,3,2000,0,0,2014-06-17,1170000.0
Seattle,2,2.25,1230,932,1020,210,2.0,0,0,3,2004,0,0,2014-06-17,479000.0
Newcastle,4,3.5,4170,9748,4170,0,2.0,0,0,3,2004,0,0,2014-06-17,1200000.0
Seattle,3,2.5,1180,1262,1180,0,3.0,0,0,3,2010,0,0,2014-06-17,472000.0
Federal Way,3,1.5,1430,7347,820,610,1.0,0,0,3,1980,0,0,2014-06-17,198000.0
Kirkland,4,2.0,1450,8400,1450,0,1.5,0,0,4,1962,0,0,2014-06-17,440000.0
Shoreline,3,1.75,2180,7700,1480,700,1.0,0,0,3,1961,0,0,2014-06-17,506000.0
Kent,4,2.5,2210,7079,2210,0,2.0,0,0,3,1993,0,0,2014-06-17,382500.0
Renton,2,1.5,1480,7276,940,540,1.0,0,0,4,1978,0,0,2014-06-17,269500.0
Seattle,3,2.0,2340,3477,1170,1170,1.0,0,1,5,1971,0,0,2014-06-17,560000.0
Woodinville,4,3.5,3860,18334,3120,740,2.0,0,0,3,1996,0,0,2014-06-17,840000.0
Snoqualmie,3,2.75,2300,4637,2300,0,2.0,0,0,3,2008,0,0,2014-06-17,479500.0
Kirkland,3,1.5,1450,7375,1010,440,1.0,0,0,3,1968,0,0,2014-06-17,402000.0
Seattle,2,2.5,1380,953,1380,0,3.0,0,0,3,2006,0,0,2014-06-17,549000.0
Snoqualmie,4,2.5,2470,3811,2470,0,2.0,0,0,3,1999,0,0,2014-06-17,449950.0
Kirkland,4,1.75,2030,18295,2030,0,1.5,0,0,4,1975,0,0,2014-06-17,493000.0
Burien,4,0.75,1440,13300,1440,0,1.0,0,0,3,1948,0,0,2014-06-17,142500.0
Auburn,3,1.75,1160,6134,1160,0,1.0,0,0,3,1998,0,0,2014-06-17,250000.0
Seattle,3,1.0,1580,3840,1580,0,2.0,0,0,3,1908,0,0,2014-06-17,729000.0
Seattle,2,2.75,1430,1425,995,435,2.0,0,0,3,2006,0,0,2014-06-17,465000.0
Vashon,2,2.0,1494,19271,1494,0,2.0,1,4,3,1943,1997,1,2014-06-17,465000.0
Kent,4,2.25,1930,7207,1360,570,1.0,0,0,4,1988,0,0,2014-06-17,280000.0
Seattle,6,1.75,2740,6360,1370,1370,1.0,0,3,3,1953,0,0,2014-06-17,675000.0
Seattle,3,2.0,1880,3800,1030,850,1.0,0,0,5,1927,0,0,2014-06-17,667500.0
Bellevue,3,2.5,2590,7720,2590,0,2.0,0,0,3,1988,0,0,2014-06-17,809000.0
Duvall,3,2.25,2140,11266,2140,0,2.0,0,0,3,1986,0,0,2014-06-17,400000.0
Seattle,4,2.0,1870,6000,1870,0,1.5,0,0,3,1956,0,0,2014-06-17,310000.0
Seattle,2,1.0,1230,3800,1230,0,1.0,0,0,3,1928,0,0,2014-06-17,435000.0
Renton,4,2.5,2340,6896,2340,0,2.0,0,0,3,2001,0,0,2014-06-17,465950.0
Kirkland,3,2.25,2880,7599,1710,1170,1.0,0,2,3,1958,2002,1,2014-06-17,1538000.0
Seattle,3,1.5,880,6600,880,0,1.0,0,0,5,1945,0,0,2014-06-17,253000.0
Auburn,3,2.5,3040,7232,3040,0,2.0,0,0,3,2003,0,0,2014-06-17,330000.0
Seattle,4,1.0,1120,7104,1120,0,1.5,0,0,3,1946,0,0,2014-06-17,554000.0
Seattle,3,2.0,1380,3600,1380,0,3.0,0,0,3,2013,0,0,2014-06-17,350000.0
Kent,4,2.5,1660,9760,1660,0,2.0,0,0,3,1994,0,0,2014-06-17,294999.0
Seattle,3,2.75,2500,5568,2500,0,2.0,0,0,5,1905,0,0,2014-06-17,1185001.0
Newcastle,4,2.5,2940,10382,2940,0,2.0,0,0,4,1991,0,0,2014-06-17,752000.0
Issaquah,4,2.5,1670,3315,1670,0,2.0,0,0,3,2005,0,0,2014-06-17,451000.0
Redmond,4,2.75,2630,7505,2630,0,2.0,0,0,3,1994,0,0,2014-06-17,725000.0
Renton,4,2.75,2250,7412,1480,770,1.0,0,0,4,1975,0,0,2014-06-17,345000.0
Auburn,3,1.0,1320,7000,1320,0,1.0,0,0,4,1967,0,0,2014-06-17,206000.0
Mercer Island,4,3.75,4100,22798,2540,1560,1.5,0,3,5,1934,1979,1,2014-06-17,2027000.0
Seattle,3,3.25,4340,4947,3060,1280,2.0,0,3,3,1993,0,0,2014-06-17,2475000.0
Bellevue,4,3.0,3700,20570,1850,1850,1.0,0,0,4,1976,0,0,2014-06-17,1728000.0
Bellevue,5,2.0,2700,10875,1540,1160,1.0,0,0,4,1962,0,0,2014-06-17,580000.0
Seattle,3,1.0,980,7200,980,0,1.0,0,0,4,1950,0,0,2014-06-17,430000.0
Kirkland,4,2.5,2650,11520,2110,540,2.0,0,0,3,1988,0,0,2014-06-17,720000.0
Seattle,7,4.25,3670,4000,2800,870,2.0,0,1,3,1964,0,0,2014-06-17,824000.0
Seattle,3,1.75,2960,12420,1480,1480,1.0,0,2,4,1952,0,0,2014-06-17,936000.0
Renton,4,2.75,3070,7201,3070,0,2.0,0,0,3,2006,0,0,2014-06-17,535000.0
Kent,3,2.5,1413,3600,1413,0,2.0,0,0,3,2011,0,0,2014-06-17,286800.0
Seattle,2,2.5,1260,1347,1260,0,3.0,0,0,3,2005,0,0,2014-06-17,350000.0
Shoreline,3,2.5,1680,2229,1680,0,2.0,0,0,3,2007,0,0,2014-06-17,345000.0
Seattle,3,2.25,1230,1238,1080,150,2.0,0,0,3,2009,0,0,2014-06-17,435000.0
Seattle,3,3.5,4360,6240,2960,1400,2.0,0,3,3,2008,0,0,2014-06-17,1555000.0
Sammamish,4,4.0,4420,16526,4420,0,2.0,0,0,3,2013,0,0,2014-06-17,1325000.0
Renton,3,3.25,2770,6278,1980,790,2.0,0,0,3,2006,0,0,2014-06-18,461000.0
Redmond,3,2.25,2910,10204,2910,0,2.0,0,0,3,1990,0,0,2014-06-18,770000.0
Bellevue,4,3.25,4290,12103,2690,1600,1.0,0,3,3,1997,0,0,2014-06-18,1384000.0
Duvall,3,2.5,1600,26977,1600,0,2.0,0,0,3,2005,0,0,2014-06-18,330000.0
Maple Valley,4,2.5,1820,6753,1820,0,2.0,0,0,3,1994,0,0,2014-06-18,322500.0
Fall City,6,5.0,6050,230652,6050,0,2.0,0,3,3,2001,0,0,2014-06-18,1600000.0
Seattle,3,1.75,1700,8432,1230,470,1.0,0,0,3,1977,0,0,2014-06-18,475000.0
Normandy Park,2,1.0,790,11234,790,0,1.0,0,0,4,1942,0,0,2014-06-18,250275.0
Federal Way,3,2.25,1720,9000,1320,400,1.0,0,0,4,1969,0,0,2014-06-18,274500.0
Renton,3,1.0,990,10723,990,0,1.0,0,0,5,1960,0,0,2014-06-18,284950.0
Covington,4,1.75,1770,9011,1050,720,1.0,0,0,5,1983,0,0,2014-06-18,264950.0
Maple Valley,3,2.0,1260,8092,1260,0,1.0,0,0,3,1986,0,0,2014-06-18,242000.0
Sammamish,4,2.5,3640,10576,3640,0,2.0,0,0,3,1999,0,0,2014-06-18,913000.0
Seattle,3,1.75,2040,6000,1120,920,1.0,0,0,5,1958,0,0,2014-06-18,555000.0
Mercer Island,4,1.75,1980,10800,990,990,1.0,0,0,5,1948,0,0,2014-06-18,711000.0
Normandy Park,5,2.5,3600,17300,2410,1190,1.0,0,0,4,1968,0,0,2014-06-18,403500.0
Redmond,4,2.5,4270,43386,2680,1590,1.0,0,0,3,1991,0,0,2014-06-18,975000.0
SeaTac,4,2.0,2030,9600,1430,600,1.5,0,0,3,1947,0,0,2014-06-18,253779.0
Seattle,3,3.25,1689,1388,1689,0,3.0,0,0,3,2008,0,0,2014-06-18,384400.0
Seattle,5,2.75,2870,4461,1650,1220,1.0,0,0,3,1976,0,0,2014-06-18,646000.0
Seattle,3,1.75,1270,4800,1270,0,1.0,0,0,3,1952,2014,1,2014-06-18,415000.0
Sammamish,4,2.5,2790,7938,2790,0,2.0,0,0,3,1997,0,0,2014-06-18,764000.0
Auburn,5,3.25,3850,16249,3030,820,2.0,0,2,3,2002,0,0,2014-06-18,507000.0
Seattle,3,2.5,1560,9361,1360,200,1.5,0,0,4,1936,0,0,2014-06-18,545500.0
Seattle,3,1.75,1180,4080,760,420,1.0,0,0,4,1928,0,0,2014-06-18,450000.0
Kent,4,1.75,1820,8118,1080,740,1.0,0,0,4,1980,0,0,2014-06-18,264000.0
Seattle,5,1.75,1260,4500,1260,0,1.5,0,0,3,1926,0,0,2014-06-18,650000.0
Renton,3,2.5,2640,6715,1680,960,2.0,0,0,3,1991,0,0,2014-06-18,365000.0
Seattle,2,1.0,1100,4200,1100,0,1.0,0,0,3,1954,0,0,2014-06-18,343566.0
Shoreline,3,2.5,1950,6871,1950,0,2.0,0,0,3,1997,0,0,2014-06-18,375000.0
Des Moines,3,2.0,1380,8682,1380,0,1.0,0,0,4,1966,0,0,2014-06-18,295000.0
Renton,3,2.75,2200,7000,1280,920,1.0,0,0,4,1977,0,0,2014-06-18,325000.0
Auburn,4,1.5,2050,7100,1050,1000,1.0,0,0,3,1963,0,0,2014-06-18,265000.0
Duvall,5,3.0,2795,15101,2795,0,2.0,0,0,3,1996,0,0,2014-06-18,562000.0
Woodinville,4,2.5,2050,34222,2050,0,2.0,0,0,4,1989,0,0,2014-06-18,540000.0
Bellevue,4,3.0,6430,27517,6430,0,2.0,0,0,3,2001,0,0,2014-06-18,4489000.0
Kent,5,1.75,2150,7171,1460,690,1.0,0,0,4,1970,0,0,2014-06-18,279950.0
Shoreline,3,1.75,1970,8200,1420,550,1.0,0,0,5,1963,0,0,2014-06-18,540000.0
Federal Way,4,2.5,2660,12672,1740,920,1.0,0,0,4,1960,0,0,2014-06-18,310000.0
Seattle,1,1.0,720,4800,720,0,1.0,0,0,3,1914,0,0,2014-06-18,190000.0
Snoqualmie,4,2.5,2410,4780,2410,0,2.0,0,0,3,2000,0,0,2014-06-18,440000.0
Seattle,3,2.0,2020,5500,1790,230,1.5,0,3,3,1937,0,0,2014-06-18,1400000.0
Renton,2,1.0,1080,9435,1080,0,1.0,0,0,3,1958,0,0,2014-06-18,230000.0
North Bend,3,1.75,1180,14292,1180,0,1.0,0,0,3,1981,0,0,2014-06-18,455000.0
Seattle,2,1.0,660,5000,660,0,1.0,0,0,3,1915,0,0,2014-06-18,175000.0
Bellevue,3,1.75,2920,9370,1620,1300,1.0,0,0,4,1981,0,0,2014-06-18,650000.0
Kirkland,4,4.25,4850,12445,3850,1000,2.0,1,4,5,1989,0,0,2014-06-18,3000000.0
Tukwila,3,1.0,1080,8580,1080,0,1.5,0,0,3,1900,0,0,2014-06-18,192500.0
Federal Way,3,1.75,1670,6900,1170,500,1.0,0,0,3,1978,0,0,2014-06-18,239950.0
Seattle,6,1.0,1370,5080,1120,250,1.5,0,0,3,1931,0,0,2014-06-18,175000.0
Kirkland,5,3.5,3450,28324,2350,1100,1.0,0,0,5,1972,0,0,2014-06-18,850000.0
Burien,4,2.0,1970,10500,1820,150,1.0,0,0,3,1961,0,0,2014-06-18,410000.0
Issaquah,4,2.5,2290,6738,2290,0,2.0,0,0,3,1996,0,0,2014-06-18,570000.0
Shoreline,5,2.5,2240,7543,1140,1100,1.0,0,0,3,1966,0,0,2014-06-18,469000.0
